GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,2790000.0,2 790 000 [2 420 000-3 240 000],2420000.0,3240000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,136000.0,136 000 [89 000-193 000],89000.0,193000.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,60421.0,60 421,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,87.0,87,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,3288.0,3288,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,36.0,36,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,70.0,70,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,48.0,48,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,72.0,72,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,14117.0,14 117,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,63.0,63,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,249000.0,249 000 [90 000-488 000],90000.0,488000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,5.0,5,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,3378.0,3378,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,81.0,81,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,315.0,315 [111-623],111.0,623.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,47284.0,47 284,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,56.0,56,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,56.0,56 [50-63],50.0,63.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,92.0,92,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,2.3,2.3,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,341000.0,341 000 [60 000-861 000],60000.0,861000.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,2255641.0,2 255 641,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,1323949.0,1 323 949,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,74.0,74,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,268.0,268 [138-440],138.0,440.0
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,3510000.0,3 510 000 [1 210 000-7 000 000],1210000.0,7000000.0
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,3580000.0,3 580 000 [1 310 000-6 960 000],1310000.0,6960000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,74.0,74,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,64411.0,64 411,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,45.0,45,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,9.5,9.5 [5.3-15],5.3,15.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,76.0,76,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,36.0,36,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,1351913.0,1 351 913,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,71.0,71,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,276.0,276 [114-508],114.0,508.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,196.0,196 [170-228],170.0,228.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,76.0,76,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,219000.0,219 000 [45 000-529 000],45000.0,529000.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,28.0,28 [4.9-70],4.9,70.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,42505.0,42 505,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,82.0,82,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,72.0,72,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,89.0,89,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,33.0,33,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,65.0,65,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,322.0,322 [110-644],110.0,644.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,18.0,18,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,46.0,46,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,208.0,208 [185-233],185.0,233.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,32914.0,32 914,,
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-mdr-rr-tb-incident-cases,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,120000.0,120 000 [80 000-150 000],80000.0,150000.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,1136.0,1136,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,2760000.0,2 760 000 [2 380 000-3 210 000],2380000.0,3210000.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,4297.0,4297,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,1965444.0,1 965 444,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,1.7,1.7,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,95000.0,95 000 [72 000-120 000],72000.0,120000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,160000.0,160 000 [86 000-255 000],86000.0,255000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,77.0,77,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,62.0,62,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,4.3,4.3,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,1609547.0,1 609 547,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,1996,1996,1996,SEAR,South-East Asia,IND,India,,,,67.0,67,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2001,2001,2001,SEAR,South-East Asia,IND,India,,,,1085075.0,1 085 075,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,48.0,48,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,58780.0,58 780,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,88.0,88,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,56000.0,56 000 [43 000-71 000],43000.0,71000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,239000.0,239 000 [48 000-582 000],48000.0,582000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,1997,1997,1997,SEAR,South-East Asia,IND,India,,,,65.0,65,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,69.0,69,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,97.0,97,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,2.0,2,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,44.0,44,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,50.0,50,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,71.0,71 [61-82],61.0,82.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,225.0,225 [191-263],191.0,263.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,37000.0,37 000 [29 000-47 000],29000.0,47000.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,88.0,88,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,76.0,76,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,465000.0,465 000 [85 000-1 160 000],85000.0,1160000.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,67.0,67,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,3520000.0,3 520 000 [1 360 000-6 670 000],1360000.0,6670000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,8.6,8.6,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,39.0,39 [24-76],24.0,76.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,271000.0,271 000 [48 000-684 000],48000.0,684000.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,52.0,52,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,1.8,1.8,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,78.0,78,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,2950000.0,2 950 000 [2 620 000-3 290 000],2620000.0,3290000.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,1997,1997,1997,SEAR,South-East Asia,IND,India,,,,18.0,18,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,58837.0,58 837,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,30.0,30,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,88.0,88,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,26966.0,26 966,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,187.0,187 [160-218],160.0,218.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,3.1,3.1,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,73.0,73,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,58347.0,58 347,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,81.0,81 [70-93],70.0,93.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,39.0,39 [7.2-99],7.2,99.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,277000.0,277 000 [48 000-701 000],48000.0,701000.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,21.0,21 [3.7-53],3.7,53.0
